Time,Tier,Annotation
6826,Action@MOT,holding the ball in mouth
6827,Gaze@CHI,mom
6827,Facial@MOT,neutral
6827,Gaze@MOT,child
6827,Action@MOT,holding the ball in mouth
6828,Gaze@CHI,mom
6828,Facial@MOT,neutral
6828,Gaze@MOT,floor
6828,Action@MOT,holding the ball in mouth
6829,Gaze@CHI,mom
6829,Facial@MOT,neutral
6829,Gaze@MOT,floor
6829,Action@MOT,holding the ball in mouth
6829,Laughable@CHI,mom spits the ball out of the mouth
6830,Gaze@CHI,mom
6830,Facial@MOT,neutral
6830,Gaze@MOT,floor
6830,Action@MOT,spitting out the ball
6830,Laughable@CHI,mom spits the ball out of the mouth
6831,Gaze@CHI,mom
6831,Facial@MOT,neutral
6831,Gaze@MOT,floor
6831,Action@MOT,spitting out the ball
6831,Laughable@CHI,mom spits the ball out of the mouth
6832,Gaze@CHI,mom
6832,Facial@MOT,neutral
6832,Gaze@MOT,floor
6832,Action@MOT,spitting out the ball
6832,Laughable@CHI,mom spits the ball out of the mouth
6833,Gaze@CHI,mom
6833,Facial@MOT,neutral
6833,Gaze@MOT,floor
6833,Action@MOT,spitting out the ball
6834,Gaze@CHI,mom
6834,Facial@MOT,smile showing teeth
6834,Gaze@MOT,child
6834,Action@MOT,spitting out the ball
6834,Laughter@MOT,L
6835,Gaze@CHI,mom
6835,Facial@MOT,smile showing teeth
6835,Gaze@MOT,child
6835,Laughter@MOT,L
6836,Gaze@CHI,mom
6836,Facial@MOT,smile showing teeth
6836,Gaze@MOT,child
6836,Laughter@MOT,L
6837,Gaze@CHI,mom
6837,Facial@MOT,smile showing teeth
6837,Gaze@MOT,child
6837,Laughter@MOT,L
6838,Gaze@CHI,mom
6838,Facial@MOT,smile showing teeth
6838,Gaze@MOT,child
6838,Laughter@CHI,L
6838,Laughter@MOT,L
6838,Arousal@CHI,middle
6838,ReactionReason@CHI,Violation of object schemas
6839,Gaze@CHI,mom
6839,Facial@MOT,smile showing teeth
6839,Gaze@MOT,child
6839,Laughter@CHI,L
6839,Laughter@MOT,L
6839,Arousal@CHI,middle
6839,ReactionReason@CHI,Violation of object schemas
6840,Gaze@CHI,mom
6840,Facial@MOT,smile showing teeth
6840,Gaze@MOT,child
6840,Laughter@CHI,L
6840,Laughter@MOT,L
6840,Arousal@CHI,middle
6840,ReactionReason@CHI,Violation of object schemas
6841,Gaze@CHI,mom
6841,Facial@MOT,smile showing teeth
6841,Gaze@MOT,child
6841,Laughter@CHI,L
6841,Laughter@MOT,L
6841,Arousal@CHI,middle
6841,ReactionReason@CHI,Violation of object schemas
6842,Gaze@CHI,mom
6842,Facial@MOT,smile showing teeth
6842,Gaze@MOT,child
6842,Action@MOT,picking up the ball
6842,Laughter@CHI,L
6842,Laughter@MOT,L
6842,Arousal@CHI,middle
6842,ReactionReason@CHI,Violation of object schemas
6843,Gaze@CHI,mom
6843,Facial@MOT,smile showing teeth
6843,Gaze@MOT,child
6843,Action@MOT,picking up the ball
6843,Laughter@CHI,L
6843,Laughter@MOT,L
6843,Arousal@CHI,middle
6843,ReactionReason@CHI,Violation of object schemas
6844,Gaze@CHI,mom
6844,Facial@MOT,smile showing teeth
6844,Gaze@MOT,child
6844,Action@MOT,picking up the ball
6844,Laughter@CHI,L
6844,Laughter@MOT,L
6844,Arousal@CHI,middle
6844,ReactionReason@CHI,Violation of object schemas
6845,Gaze@CHI,mom
6845,Facial@MOT,smile showing teeth
6845,Gaze@MOT,ball
6845,Action@MOT,picking up the ball
6845,Laughter@CHI,L
6845,Laughter@MOT,L
6845,Arousal@CHI,middle
6845,ReactionReason@CHI,Violation of object schemas
6846,Gaze@CHI,mom
6846,Facial@MOT,smile showing teeth
6846,Gaze@MOT,ball
6846,Action@MOT,picking up the ball
6846,Laughter@CHI,L
6846,Laughter@MOT,L
6846,Arousal@CHI,middle
6846,ReactionReason@CHI,Violation of object schemas
6847,Gaze@CHI,mom
6847,Facial@MOT,smile showing teeth
6847,Gaze@MOT,ball
6847,Action@MOT,picking up the ball
6847,Laughter@CHI,L
6847,Arousal@CHI,middle
6847,ReactionReason@CHI,Violation of object schemas
6848,Gaze@CHI,mom
6848,Facial@MOT,smile showing teeth
6848,Gaze@MOT,ball
6848,Action@MOT,picking up the ball
6848,Laughter@CHI,L
6848,Arousal@CHI,middle
6848,ReactionReason@CHI,Violation of object schemas
6849,Gaze@CHI,mom
6849,Facial@MOT,smile showing teeth
6849,Gaze@MOT,ball
6849,Action@MOT,picking up the ball
6849,Laughter@CHI,L
6849,Arousal@CHI,middle
6849,ReactionReason@CHI,Violation of object schemas
6850,Gaze@CHI,mom
6850,Facial@MOT,smile showing teeth
6850,Gaze@MOT,ball
6850,Action@MOT,picking up the ball
6850,Laughter@CHI,L
6850,Arousal@CHI,middle
6850,ReactionReason@CHI,Violation of object schemas
6851,Gaze@CHI,ball
6851,Facial@MOT,smile showing teeth
6851,Gaze@MOT,invisible
6851,Action@MOT,picking up the ball
6851,Laughter@CHI,L
6851,Arousal@CHI,middle
6851,ReactionReason@CHI,Violation of object schemas
6852,Gaze@CHI,ball
6852,Facial@MOT,invisible
6852,Gaze@MOT,invisible
6852,Action@MOT,picking up the ball
6852,Laughter@CHI,L
6852,Arousal@CHI,middle
6852,ReactionReason@CHI,Violation of object schemas
6853,Gaze@CHI,ball
6853,Facial@MOT,invisible
6853,Gaze@MOT,invisible
6853,Action@MOT,picking up the ball
6853,Laughter@CHI,L
6853,Arousal@CHI,middle
6853,ReactionReason@CHI,Violation of object schemas
6854,Gaze@CHI,ball
6854,Facial@MOT,invisible
6854,Gaze@MOT,invisible
6854,Action@MOT,picking up the ball
6855,Gaze@CHI,ball
6855,Facial@MOT,invisible
6855,Gaze@MOT,invisible
6855,Action@MOT,picking up the ball
6856,Gaze@CHI,ball
6856,Facial@MOT,invisible
6856,Utterance@MOT,Ready?
6856,Prosody@MOT,rising
6856,Gaze@MOT,child
6857,Gaze@CHI,ball
6857,Facial@MOT,invisible
6857,Utterance@MOT,Ready?
6857,Prosody@MOT,rising
6857,Gaze@MOT,child
6858,Gaze@CHI,ball
6858,Facial@MOT,neutral
6858,Utterance@CHI,huh
6858,Prosody@CHI,falling
6858,Gaze@MOT,child
6859,Gaze@CHI,mom
6859,Facial@MOT,neutral
6859,Utterance@CHI,huh
6859,Prosody@CHI,falling
6859,Gaze@MOT,child
6859,Action@MOT,putting the ball in mouth
6860,Gaze@CHI,mom
6860,Facial@MOT,neutral
6860,Utterance@CHI,huh
6860,Prosody@CHI,falling
6860,Gaze@MOT,child
6860,Action@MOT,putting the ball in mouth
6861,Gaze@CHI,mom
6861,Facial@MOT,neutral
6861,Utterance@CHI,huh
6861,Prosody@CHI,falling
6861,Gaze@MOT,child
6861,Action@MOT,putting the ball in mouth
6862,Gaze@CHI,mom
6862,Facial@MOT,neutral
6862,Gaze@MOT,child
6862,Action@MOT,putting the ball in mouth
6863,Gaze@CHI,mom
6863,Facial@MOT,neutral
6863,Gaze@MOT,child
6863,Action@MOT,putting the ball in mouth
6864,Gaze@CHI,mom
6864,Facial@MOT,neutral
6864,Gaze@MOT,child
6864,Action@MOT,putting the ball in mouth
6865,Gaze@CHI,mom
6865,Facial@MOT,neutral
6865,Gaze@MOT,child
6865,Action@MOT,putting the ball in mouth
6866,Gaze@CHI,mom
6866,Facial@MOT,neutral
6866,Gaze@MOT,child
6866,Action@MOT,putting the ball in mouth
6867,Gaze@CHI,mom
6867,Facial@MOT,neutral
6867,Gaze@MOT,invisible
6867,Action@MOT,putting the ball in mouth
6868,Gaze@CHI,mom
6868,Facial@MOT,neutral
6868,Gaze@MOT,invisible
6868,Action@MOT,putting the ball in mouth
6869,Gaze@CHI,mom
6869,Facial@MOT,neutral
6869,Gaze@MOT,invisible
6869,Action@MOT,putting the ball in mouth
6870,Gaze@CHI,mom
6870,Facial@MOT,neutral
6870,Gaze@MOT,invisible
6870,Action@MOT,holding the ball in mouth
6871,Gaze@CHI,mom
6871,Facial@MOT,neutral
6871,Gaze@MOT,invisible
6871,Action@MOT,holding the ball in mouth
6872,Gaze@CHI,mom
6872,Facial@MOT,neutral
6872,Gaze@MOT,invisible
6872,Action@MOT,holding the ball in mouth
6873,Gaze@CHI,mom
6873,Facial@MOT,neutral
6873,Gaze@MOT,invisible
6873,Action@MOT,holding the ball in mouth
6874,Gaze@CHI,mom
6874,Facial@MOT,neutral
6874,Gaze@MOT,invisible
6874,Action@MOT,picking up the glass
6875,Gaze@CHI,mom
6875,Facial@MOT,neutral
6875,Gaze@MOT,glass
6875,Action@MOT,picking up the glass
6876,Gaze@CHI,mom
6876,Facial@MOT,neutral
6876,Gaze@MOT,glass
6876,Action@MOT,picking up the glass
6876,Laughter@CHI,L
6876,Arousal@CHI,middle
6876,ReactionReason@CHI,Prediction
6877,Gaze@CHI,mom
6877,Facial@MOT,neutral
6877,Gaze@MOT,glass
6877,Action@MOT,picking up the glass
6877,Laughter@CHI,L
6877,Arousal@CHI,middle
6877,ReactionReason@CHI,Prediction
6878,Gaze@CHI,mom
6878,Facial@MOT,neutral
6878,Gaze@MOT,glass
6878,Action@MOT,picking up the glass
6878,Laughter@CHI,L
6878,Arousal@CHI,middle
6878,ReactionReason@CHI,Prediction
6879,Gaze@CHI,mom
6879,Facial@MOT,neutral
6879,Gaze@MOT,glass
6879,Action@MOT,picking up the glass
6879,Laughter@CHI,L
6879,Arousal@CHI,middle
6879,ReactionReason@CHI,Prediction
6880,Gaze@CHI,mom
6880,Facial@MOT,neutral
6880,Gaze@MOT,glass
6880,Action@MOT,picking up the glass
6880,Laughter@CHI,L
6880,Arousal@CHI,middle
6880,ReactionReason@CHI,Prediction
6881,Gaze@CHI,mom
6881,Facial@MOT,neutral
6881,Gaze@MOT,glass
6881,Action@MOT,picking up the glass
6881,Laughter@CHI,L
6881,Arousal@CHI,middle
6881,ReactionReason@CHI,Prediction
6882,Gaze@CHI,mom
6882,Facial@MOT,neutral
6882,Gaze@MOT,glass
6882,Action@MOT,picking up the glass
6882,Laughter@CHI,L
6882,Arousal@CHI,middle
6882,ReactionReason@CHI,Prediction
6883,Gaze@CHI,mom
6883,Facial@MOT,neutral
6883,Gaze@MOT,glass
6883,Action@MOT,picking up the glass
6883,Laughter@CHI,L
6883,Arousal@CHI,middle
6883,ReactionReason@CHI,Prediction
6884,Gaze@CHI,mom
6884,Facial@MOT,neutral
6884,Gaze@MOT,glass
6884,Action@MOT,picking up the glass
6884,Laughter@CHI,L
6884,Arousal@CHI,middle
6884,ReactionReason@CHI,Prediction
6885,Gaze@CHI,mom
6885,Facial@MOT,neutral
6885,Gaze@MOT,glass
6885,Action@MOT,picking up the glass
6885,Laughter@CHI,L
6885,Arousal@CHI,middle
6885,ReactionReason@CHI,Prediction
6886,Gaze@CHI,mom
6886,Facial@MOT,neutral
6886,Gaze@MOT,glass
6886,Action@MOT,picking up the glass
6886,Laughter@CHI,L
6886,Arousal@CHI,middle
6886,ReactionReason@CHI,Prediction
6887,Gaze@CHI,mom
6887,Facial@MOT,neutral
6887,Gaze@MOT,glass
6887,Action@MOT,picking up the glass
6887,Laughter@CHI,L
6887,Arousal@CHI,middle
6887,ReactionReason@CHI,Prediction
6888,Gaze@CHI,mom
6888,Facial@MOT,neutral
6888,Gaze@MOT,glass
6888,Action@MOT,picking up the glass
6888,Laughter@CHI,L
6888,Arousal@CHI,middle
6888,ReactionReason@CHI,Prediction
6889,Gaze@CHI,mom
6889,Facial@MOT,neutral
6889,Gaze@MOT,glass
6889,Action@MOT,picking up the glass
6889,Laughter@CHI,L
6889,Arousal@CHI,middle
6889,ReactionReason@CHI,Prediction
6890,Gaze@CHI,mom
6890,Facial@MOT,neutral
6890,Gaze@MOT,glass
6890,Action@MOT,spitting the ball into the glass
6890,Laughter@CHI,L
6890,Laughable@CHI,mom spits the ball out of the mouth
6890,Arousal@CHI,middle
6890,ReactionReason@CHI,Prediction
6891,Gaze@CHI,mom
6891,Facial@MOT,neutral
6891,Gaze@MOT,glass
6891,Action@MOT,spitting the ball into the glass
6891,Laughable@CHI,mom spits the ball out of the mouth
6891,ReactionReason@CHI,Prediction
6892,Gaze@CHI,mom
6892,Facial@MOT,neutral
6892,Gaze@MOT,glass
6892,Action@MOT,spitting the ball into the glass
6892,Laughable@CHI,mom spits the ball out of the mouth
6892,ReactionReason@CHI,Prediction
6893,Gaze@CHI,mom
6893,Facial@MOT,neutral
6893,Gaze@MOT,glass
6893,Action@MOT,spitting the ball into the glass
6893,Laughable@CHI,mom spits the ball out of the mouth
6893,ReactionReason@CHI,Prediction
6894,Gaze@CHI,mom
6894,Facial@MOT,neutral
6894,Gaze@MOT,glass
6894,Action@MOT,spitting the ball into the glass
6894,Laughable@CHI,mom spits the ball out of the mouth
6894,ReactionReason@CHI,Prediction
6895,Gaze@CHI,mom
6895,Gaze@MOT,glass
6895,Action@MOT,spitting the ball into the glass
6895,Laughable@CHI,mom spits the ball out of the mouth
6895,ReactionReason@CHI,Prediction
6896,Gaze@CHI,mom
6896,Gaze@MOT,glass
6896,Action@MOT,spitting the ball into the glass
6896,ReactionReason@CHI,Prediction
6897,Gaze@CHI,mom
6897,Gaze@MOT,glass
6897,Action@MOT,spitting the ball into the glass
6897,ReactionReason@CHI,Prediction
6898,Gaze@CHI,mom
6898,Facial@MOT,smile showing teeth
6898,Gaze@MOT,glass
6898,Action@MOT,spitting the ball into the glass
6898,ReactionReason@CHI,Prediction
6899,Gaze@CHI,mom
6899,Facial@MOT,smile showing teeth
6899,Gaze@MOT,child
6899,Action@MOT,spitting the ball into the glass
6899,ReactionReason@CHI,Prediction
6900,Gaze@CHI,mom
6900,Facial@MOT,smile showing teeth
6900,Gaze@MOT,child
6900,Action@MOT,spitting the ball into the glass
6900,ReactionReason@CHI,Prediction
6901,Gaze@CHI,mom
6901,Facial@MOT,smile showing teeth
6901,Gaze@MOT,child
6901,ReactionReason@CHI,Prediction
6902,Gaze@CHI,mom
6902,Facial@MOT,smile showing teeth
6902,Gaze@MOT,child
6902,ReactionReason@CHI,Prediction
6903,Gaze@CHI,mom
6903,Facial@MOT,smile showing teeth
6903,Gaze@MOT,child
6903,Laughter@CHI,L
6903,Laughter@MOT,L
6903,Arousal@CHI,high
6903,ReactionReason@CHI,Prediction
6904,Gaze@CHI,mom
6904,Facial@MOT,smile showing teeth
6904,Gaze@MOT,child
6904,Laughter@CHI,L
6904,Laughter@MOT,L
6904,Arousal@CHI,high
6904,ReactionReason@CHI,Prediction
6905,Gaze@CHI,mom
6905,Facial@MOT,smile showing teeth
6905,Gaze@MOT,child
6905,Laughter@CHI,L
6905,Laughter@MOT,L
6905,Arousal@CHI,high
6905,ReactionReason@CHI,Prediction
6906,Gaze@CHI,ball
6906,Facial@MOT,smile showing teeth
6906,Gaze@MOT,child
6906,Laughter@CHI,L
6906,Laughter@MOT,L
6906,Arousal@CHI,high
6906,ReactionReason@CHI,Prediction
6907,Gaze@CHI,ball
6907,Facial@MOT,smile showing teeth
6907,Gaze@MOT,child
6907,Action@MOT,placing the glass with the ball on the floor
6907,Laughter@CHI,L
6907,Laughter@MOT,L
6907,Arousal@CHI,high
6907,ReactionReason@CHI,Prediction
6908,Gaze@CHI,ball
6908,Facial@MOT,smile showing teeth
6908,Gaze@MOT,child
6908,Action@MOT,placing the glass with the ball on the floor
6908,Laughter@CHI,L
6908,Laughter@MOT,L
6908,Arousal@CHI,high
6908,ReactionReason@CHI,Prediction
6909,Gaze@CHI,ball
6909,Facial@MOT,smile showing teeth
6909,Gaze@MOT,child
6909,Action@MOT,placing the glass with the ball on the floor
6909,Laughter@CHI,L
6909,Laughter@MOT,L
6909,Arousal@CHI,high
6909,ReactionReason@CHI,Prediction
6910,Gaze@CHI,ball
6910,Facial@MOT,smile showing teeth
6910,Gaze@MOT,child
6910,Action@MOT,placing the glass with the ball on the floor
6910,Laughter@CHI,L
6910,Laughter@MOT,L
6910,Arousal@CHI,high
6910,ReactionReason@CHI,Prediction
6911,Gaze@CHI,ball
6911,Facial@MOT,smile showing teeth
6911,Gaze@MOT,child
6911,Action@MOT,placing the glass with the ball on the floor
6911,Laughter@CHI,L
6911,Laughter@MOT,L
6911,Arousal@CHI,high
6911,ReactionReason@CHI,Prediction
6912,Gaze@CHI,ball
6912,Facial@MOT,smile showing teeth
6912,Gaze@MOT,child
6912,Action@MOT,placing the glass with the ball on the floor
6912,Laughter@CHI,L
6912,Laughter@MOT,L
6912,Arousal@CHI,high
6912,ReactionReason@CHI,Prediction
6913,Gaze@CHI,ball
6913,Facial@MOT,smile showing teeth
6913,Gaze@MOT,ball
6913,Action@MOT,placing the glass with the ball on the floor
6913,Laughter@CHI,L
6913,Laughter@MOT,L
6913,Arousal@CHI,high
6913,ReactionReason@CHI,Prediction
6914,Gaze@CHI,ball
6914,Facial@MOT,smile showing teeth
6914,Gaze@MOT,ball
6914,Action@MOT,placing the glass with the ball on the floor
6914,Laughter@CHI,L
6914,Laughter@MOT,L
6914,Arousal@CHI,high
6914,ReactionReason@CHI,Prediction
6915,Gaze@CHI,ball
6915,Facial@MOT,smile showing teeth
6915,Gaze@MOT,ball
6915,Action@MOT,placing the glass with the ball on the floor
6915,Laughter@CHI,L
6915,Arousal@CHI,high
6915,ReactionReason@CHI,Prediction
6916,Gaze@CHI,ball
6916,Facial@MOT,smile showing teeth
6916,Gaze@MOT,ball
6916,Action@MOT,placing the glass with the ball on the floor
6916,Laughter@CHI,L
6916,Arousal@CHI,high
6916,ReactionReason@CHI,Prediction
6917,Gaze@CHI,ball
6917,Facial@MOT,smile showing teeth
6917,Gaze@MOT,ball
6917,Action@MOT,placing the glass with the ball on the floor
6917,Laughter@CHI,L
6917,Arousal@CHI,high
6917,ReactionReason@CHI,Prediction
6918,Gaze@CHI,ball
6918,Facial@MOT,smile showing teeth
6918,Gaze@MOT,ball
6918,Action@MOT,placing the glass with the ball on the floor
6918,Laughter@CHI,L
6918,Arousal@CHI,high
6918,ReactionReason@CHI,Prediction
6919,Gaze@CHI,ball
6919,Facial@MOT,smile showing teeth
6919,Gaze@MOT,ball
6919,Action@MOT,placing the glass with the ball on the floor
6919,Laughter@CHI,L
6919,Arousal@CHI,high
6919,ReactionReason@CHI,Prediction
6920,Gaze@CHI,ball
6920,Facial@MOT,smile showing teeth
6920,Gaze@MOT,ball
6920,Action@MOT,placing the glass with the ball on the floor
6921,Gaze@CHI,ball
6921,Facial@MOT,smile showing teeth
6921,Gaze@MOT,ball
6921,Action@MOT,placing the glass with the ball on the floor
6922,Gaze@CHI,ball
6922,Facial@MOT,smile showing teeth
6922,Gaze@MOT,ball
6922,Action@MOT,tossing the ball
6923,Gaze@CHI,ball
6923,Facial@MOT,smile showing teeth
6923,Gaze@MOT,ball
6923,Action@MOT,tossing the ball
6924,Gaze@CHI,ball
6924,Facial@MOT,smile showing teeth
6924,Gaze@MOT,ball
6924,Action@MOT,tossing the ball
6925,Gaze@CHI,ball
6925,Facial@MOT,smile showing teeth
6925,Gaze@MOT,ball
6925,Action@MOT,tossing the ball
6926,Gaze@CHI,ball
6926,Facial@MOT,smile showing teeth
6926,Gaze@MOT,ball
6926,Action@MOT,tossing the ball
6927,Gaze@CHI,ball
6927,Facial@MOT,smile showing teeth
6927,Gaze@MOT,ball
6927,Action@MOT,tossing the ball
6928,Gaze@CHI,ball
6928,Facial@MOT,smile showing teeth
6928,Gaze@MOT,ball
6928,Action@MOT,tossing the ball
6929,Gaze@CHI,ball
6929,Facial@MOT,smile showing teeth
6929,Gaze@MOT,ball
6929,Action@MOT,tossing the ball
6930,Gaze@CHI,ball
6930,Facial@MOT,smile showing teeth
6930,Gaze@MOT,child
6930,Action@MOT,tossing the ball
6931,Gaze@CHI,ball
6931,Facial@MOT,smile showing teeth
6931,Gaze@MOT,child
6931,Action@MOT,tossing the ball
6932,Gaze@CHI,ball
6932,Facial@MOT,smile showing teeth
6932,Gaze@MOT,child
6932,Action@MOT,picking up the ball
6933,Gaze@CHI,mom
6933,Facial@MOT,smile showing teeth
6933,Gaze@MOT,child
6933,Action@MOT,picking up the ball
6934,Gaze@CHI,mom
6934,Facial@MOT,smile showing teeth
6934,Gaze@MOT,child
6934,Action@MOT,picking up the ball
6935,Gaze@CHI,mom
6935,Facial@MOT,smile showing teeth
6935,Gaze@MOT,child
6935,Action@MOT,picking up the ball
6936,Gaze@CHI,mom
6936,Utterance@MOT,Ready?
6936,Prosody@MOT,rising
6936,Gaze@MOT,child
6936,Action@MOT,picking up the ball
6937,Gaze@CHI,mom
6937,Utterance@MOT,Ready?
6937,Prosody@MOT,rising
6937,Gaze@MOT,child
6937,Action@MOT,picking up the ball
6938,Gaze@CHI,mom
6938,Utterance@MOT,Ready?
6938,Prosody@MOT,rising
6938,Gaze@MOT,child
6938,Action@MOT,putting the ball in mouth
6939,Gaze@CHI,mom
6939,Utterance@MOT,Ready?
6939,Prosody@MOT,rising
6939,Gaze@MOT,child
6939,Action@MOT,putting the ball in mouth
6940,Gaze@CHI,mom
6940,Utterance@MOT,Ready?
6940,Prosody@MOT,rising
6940,Gaze@MOT,into the distance
6940,Action@MOT,putting the ball in mouth
6941,Gaze@CHI,mom
6941,Utterance@MOT,Ready?
6941,Prosody@MOT,rising
6941,Gaze@MOT,into the distance
6941,Action@MOT,putting the ball in mouth
6942,Gaze@CHI,mom
6942,Utterance@MOT,Ready?
6942,Prosody@MOT,rising
6942,Gaze@MOT,into the distance
6942,Action@MOT,putting the ball in mouth
6943,Gaze@CHI,mom
6943,Facial@MOT,neutral
6943,Gaze@MOT,into the distance
6943,Action@MOT,putting the ball in mouth
6944,Gaze@CHI,mom
6944,Facial@MOT,neutral
6944,Gaze@MOT,into the distance
6944,Action@MOT,putting the ball in mouth
6945,Gaze@CHI,mom
6945,Facial@MOT,neutral
6945,Gaze@MOT,into the distance
6945,Action@MOT,putting the ball in mouth
6946,Gaze@CHI,mom
6946,Facial@MOT,neutral
6946,Gaze@MOT,into the distance
6946,Action@MOT,putting the ball in mouth
6947,Gaze@CHI,mom
6947,Facial@MOT,neutral
6947,Utterance@CHI,excited breathing
6947,Gaze@MOT,into the distance
6947,Action@MOT,putting the ball in mouth
6947,Arousal@CHI,low
6947,ReactionReason@CHI,Conformity to event schema => Not that excited anymore
6948,Gaze@CHI,mom
6948,Facial@MOT,neutral
6948,Utterance@CHI,excited breathing
6948,Gaze@MOT,into the distance
6948,Action@MOT,putting the ball in mouth
6948,Arousal@CHI,low
6948,ReactionReason@CHI,Conformity to event schema => Not that excited anymore
6949,Gaze@CHI,mom
6949,Facial@MOT,neutral
6949,Utterance@CHI,excited breathing
6949,Gaze@MOT,into the distance
6949,Action@MOT,holding the ball in mouth
6949,Arousal@CHI,low
6949,ReactionReason@CHI,Conformity to event schema => Not that excited anymore
6950,Gaze@CHI,mom
6950,Facial@MOT,neutral
6950,Utterance@CHI,excited breathing
6950,Gaze@MOT,into the distance
6950,Action@MOT,holding the ball in mouth
6950,Arousal@CHI,low
6950,ReactionReason@CHI,Conformity to event schema => Not that excited anymore
6951,Gaze@CHI,mom
6951,Facial@MOT,neutral
6951,Utterance@CHI,excited breathing
6951,Gaze@MOT,into the distance
6951,Action@MOT,holding the ball in mouth
6951,Arousal@CHI,low
6951,ReactionReason@CHI,Conformity to event schema => Not that excited anymore
6952,Gaze@CHI,mom
6952,Facial@MOT,neutral
6952,Utterance@CHI,excited breathing
6952,Gaze@MOT,into the distance
6952,Action@MOT,holding the ball in mouth
6952,Arousal@CHI,low
6952,ReactionReason@CHI,Conformity to event schema => Not that excited anymore
6953,Gaze@CHI,mom
6953,Facial@MOT,neutral
6953,Utterance@CHI,excited breathing
6953,Gaze@MOT,into the distance
6953,Action@MOT,holding the ball in mouth
6953,Arousal@CHI,low
6953,ReactionReason@CHI,Conformity to event schema => Not that excited anymore
6954,Gaze@CHI,mom
6954,Facial@MOT,neutral
6954,Utterance@CHI,excited breathing
6954,Gaze@MOT,into the distance
6954,Action@MOT,holding the ball in mouth
6954,Arousal@CHI,low
6954,ReactionReason@CHI,Conformity to event schema => Not that excited anymore
6955,Gaze@CHI,mom
6955,Facial@MOT,neutral
6955,Utterance@CHI,excited breathing
6955,Gaze@MOT,into the distance
6955,Action@MOT,holding the ball in mouth
6955,Arousal@CHI,low
6955,ReactionReason@CHI,Conformity to event schema => Not that excited anymore
6956,Gaze@CHI,mom
6956,Facial@MOT,neutral
6956,Utterance@CHI,excited breathing
6956,Gaze@MOT,into the distance
6956,Action@MOT,holding the ball in mouth
6956,Laughable@CHI,mom spits the ball out of the mouth
6956,Arousal@CHI,low
6956,ReactionReason@CHI,Conformity to event schema => Not that excited anymore
6957,Gaze@CHI,mom
6957,Facial@MOT,neutral
6957,Utterance@CHI,huh
6957,Prosody@CHI,falling
6957,Gaze@MOT,into the distance
6957,Action@MOT,holding the ball in mouth
6957,Laughable@CHI,mom spits the ball out of the mouth
6957,Arousal@CHI,low
6957,ReactionReason@CHI,Conformity to event schema => Not that excited anymore
6958,Gaze@CHI,mom
6958,Facial@MOT,neutral
6958,Utterance@CHI,huh
6958,Prosody@CHI,falling
6958,Gaze@MOT,into the distance
6958,Action@MOT,spitting out the ball
6958,Laughable@CHI,mom spits the ball out of the mouth
6958,Arousal@CHI,low
6958,ReactionReason@CHI,Conformity to event schema => Not that excited anymore
6959,Gaze@CHI,mom
6959,Utterance@CHI,huh
6959,Prosody@CHI,falling
6959,Gaze@MOT,ball
6959,Action@MOT,spitting out the ball
6959,Laughable@MOT,the ball went too far
6959,Arousal@CHI,low
6959,ReactionReason@CHI,Conformity to event schema => Not that excited anymore
6960,Gaze@CHI,mom
6960,Utterance@CHI,huh
6960,Prosody@CHI,falling
6960,Gaze@MOT,ball
6960,Action@MOT,spitting out the ball
6960,Laughable@MOT,the ball went too far
6960,Arousal@CHI,low
6960,ReactionReason@CHI,Conformity to event schema => Not that excited anymore
6961,Gaze@CHI,mom
6961,Gaze@MOT,ball
6961,Action@MOT,spitting out the ball
6961,Laughable@MOT,the ball went too far
6961,ReactionReason@CHI,Conformity to event schema => Not that excited anymore
6962,Gaze@CHI,mom
6962,Gaze@MOT,ball
6962,Action@MOT,spitting out the ball
6962,ReactionReason@CHI,Conformity to event schema => Not that excited anymore
6963,Gaze@CHI,mom
6963,Gaze@MOT,ball
6963,Action@MOT,spitting out the ball
