Time,Tier,Annotation
8392,Facial@MOT,smile
8392,Gaze@MOT,child
8393,Gaze@CHI,mom
8393,Facial@MOT,smile
8393,Gaze@MOT,child
8394,Gaze@CHI,mom
8394,Facial@MOT,smile
8394,Gaze@MOT,child
8394,Action@MOT,sending an air kiss
8395,Gaze@CHI,mom
8395,Facial@MOT,smile
8395,Gaze@MOT,child
8395,Action@MOT,sending an air kiss
8395,Laughter@CHI,L
8395,Arousal@CHI,middle
8395,ReactionReason@CHI,Prank
8396,Gaze@CHI,mom
8396,Facial@MOT,smile
8396,Gaze@MOT,child
8396,Action@MOT,sending an air kiss
8396,Laughter@CHI,L
8396,Arousal@CHI,middle
8396,ReactionReason@CHI,Prank
8397,Gaze@CHI,mom
8397,Facial@MOT,smile
8397,Gaze@MOT,child
8397,Action@MOT,sending an air kiss
8397,Laughter@CHI,L
8397,Arousal@CHI,middle
8397,ReactionReason@CHI,Prank
8398,Gaze@CHI,mom
8398,Facial@MOT,smile
8398,Gaze@MOT,child
8398,Action@MOT,sending an air kiss
8398,Laughter@CHI,L
8398,Arousal@CHI,middle
8398,ReactionReason@CHI,Prank
8399,Gaze@CHI,mom
8399,Facial@MOT,smile
8399,Gaze@MOT,child
8399,Laughter@CHI,L
8399,Arousal@CHI,middle
8399,ReactionReason@CHI,Prank
8400,Gaze@CHI,mom
8400,Facial@MOT,smile
8400,Gaze@MOT,child
8400,Laughter@CHI,L
8400,Arousal@CHI,middle
8400,ReactionReason@CHI,Prank
8401,Gaze@CHI,mom
8401,Facial@MOT,smile
8401,Gaze@MOT,child
8401,Laughter@CHI,L
8401,Arousal@CHI,middle
8401,ReactionReason@CHI,Prank
8402,Gaze@CHI,mom
8402,Facial@MOT,smile
8402,Gaze@MOT,child
8402,Laughter@CHI,L
8402,Arousal@CHI,middle
8402,ReactionReason@CHI,Prank
8403,Gaze@CHI,mom
8403,Facial@MOT,smile
8403,Gaze@MOT,child
8403,Laughter@CHI,L
8403,Arousal@CHI,middle
8403,ReactionReason@CHI,Prank
8404,Gaze@CHI,mom
8404,Facial@MOT,smile
8404,Gaze@MOT,child
8404,Laughter@CHI,L
8404,Arousal@CHI,middle
8404,ReactionReason@CHI,Prank
8405,Gaze@CHI,mom
8405,Facial@MOT,smile
8405,Gaze@MOT,child
8405,Laughter@CHI,L
8405,Arousal@CHI,middle
8405,ReactionReason@CHI,Prank
8406,Gaze@CHI,mom
8406,Facial@MOT,smile
8406,Gaze@MOT,child
8406,Laughter@CHI,L
8406,Arousal@CHI,middle
8406,ReactionReason@CHI,Prank
8407,Gaze@CHI,mom
8407,Facial@MOT,smile
8407,Gaze@MOT,child
8407,Laughter@CHI,L
8407,Arousal@CHI,middle
8407,ReactionReason@CHI,Prank
8408,Gaze@CHI,mom
8408,Facial@MOT,smile
8408,Gaze@MOT,child
8408,Laughter@CHI,L
8408,Arousal@CHI,middle
8408,ReactionReason@CHI,Prank
8409,Gaze@CHI,mom
8409,Facial@MOT,smile
8409,Gaze@MOT,child
8409,Laughter@CHI,L
8409,Arousal@CHI,middle
8409,ReactionReason@CHI,Prank
8410,Gaze@CHI,mom
8410,Facial@MOT,smile
8410,Gaze@MOT,child
8410,Laughter@CHI,L
8410,Arousal@CHI,middle
8410,ReactionReason@CHI,Prank
8411,Gaze@CHI,mom
8411,Facial@MOT,smile
8411,Gaze@MOT,child
8411,Laughter@CHI,L
8411,Arousal@CHI,middle
8411,ReactionReason@CHI,Prank
8412,Gaze@CHI,mom
8412,Facial@MOT,smile
8412,Utterance@CHI,heavy breathing
8412,Gaze@MOT,child
8412,Arousal@CHI,middle
8413,Gaze@CHI,mom
8413,Facial@MOT,smile
8413,Utterance@CHI,heavy breathing
8413,Gaze@MOT,child
8413,Arousal@CHI,middle
8414,Gaze@CHI,mom
8414,Facial@MOT,smile
8414,Utterance@CHI,heavy breathing
8414,Gaze@MOT,child
8414,Arousal@CHI,middle
8415,Gaze@CHI,mom
8415,Facial@MOT,smile
8415,Utterance@CHI,heavy breathing
8415,Gaze@MOT,child
8415,Arousal@CHI,middle
8416,Gaze@CHI,mom
8416,Facial@MOT,smile
8416,Utterance@CHI,heavy breathing
8416,Gaze@MOT,child
8416,Arousal@CHI,middle
8417,Gaze@CHI,mom
8417,Facial@MOT,smile
8417,Utterance@CHI,heavy breathing
8417,Gaze@MOT,child
8417,Arousal@CHI,middle
8418,Gaze@CHI,mom
8418,Facial@MOT,smile
8418,Utterance@CHI,heavy breathing
8418,Gaze@MOT,child
8418,Arousal@CHI,middle
8419,Gaze@CHI,mom
8419,Facial@MOT,smile
8419,Utterance@CHI,heavy breathing
8419,Gaze@MOT,child
8419,Arousal@CHI,middle
8420,Gaze@CHI,mom
8420,Facial@MOT,smile
8420,Utterance@CHI,heavy breathing
8420,Gaze@MOT,child
8420,Arousal@CHI,middle
8421,Gaze@CHI,mom
8421,Facial@MOT,smile
8421,Utterance@CHI,heavy breathing
8421,Gaze@MOT,child
8421,Arousal@CHI,middle
8422,Gaze@CHI,mom
8422,Facial@MOT,smile
8422,Utterance@CHI,heavy breathing
8422,Gaze@MOT,child
8422,Arousal@CHI,middle
8423,Gaze@CHI,mom
8423,Facial@MOT,smile
8423,Utterance@CHI,heavy breathing
8423,Gaze@MOT,child
8423,Arousal@CHI,middle
8424,Facial@MOT,smile
8424,Utterance@CHI,heavy breathing
8424,Arousal@CHI,middle
8425,Gaze@CHI,toy
8425,Facial@MOT,smile
8425,Gaze@MOT,invisible
8426,Gaze@CHI,toy
8426,Facial@MOT,invisible
8426,Gaze@MOT,invisible
8427,Gaze@CHI,toy
8427,Facial@MOT,invisible
8427,Gaze@MOT,invisible
8428,Gaze@CHI,toy
8428,Facial@MOT,invisible
8428,Gaze@MOT,invisible
8429,Gaze@CHI,toy
8429,Facial@MOT,invisible
8429,Gaze@MOT,invisible
8430,Gaze@CHI,toy
8430,Facial@MOT,invisible
8430,Gaze@MOT,invisible
8431,Gaze@CHI,toy
8431,Facial@MOT,invisible
8431,Gaze@MOT,invisible
8432,Gaze@CHI,toy
8432,Facial@MOT,invisible
8432,Gaze@MOT,invisible
8433,Gaze@CHI,toy
8433,Facial@MOT,invisible
8433,Gaze@MOT,invisible
8434,Gaze@CHI,toy
8434,Facial@MOT,invisible
8434,Gaze@MOT,invisible
8435,Gaze@CHI,toy
8435,Facial@MOT,invisible
8435,Gaze@MOT,invisible
8436,Gaze@CHI,glass
8436,Facial@MOT,invisible
8436,Gaze@MOT,invisible
8437,Gaze@CHI,glass
8437,Facial@MOT,invisible
8437,Gaze@MOT,invisible
8438,Gaze@CHI,glass
8438,Facial@MOT,invisible
8438,Gaze@MOT,invisible
8439,Gaze@CHI,glass
8439,Facial@MOT,invisible
8439,Gaze@MOT,invisible
8440,Gaze@CHI,glass
8440,Facial@MOT,invisible
8440,Gaze@MOT,invisible
8441,Gaze@CHI,glass
8441,Facial@MOT,invisible
8441,Gaze@MOT,invisible
8442,Gaze@CHI,glass
8442,Facial@MOT,invisible
8442,Gaze@MOT,invisible
8443,Gaze@CHI,glass
8443,Facial@MOT,invisible
8443,Gaze@MOT,invisible
8444,Gaze@CHI,glass
8444,Facial@MOT,invisible
8444,Gaze@MOT,invisible
8445,Gaze@CHI,glass
8445,Facial@MOT,invisible
8445,Gaze@MOT,invisible
8446,Gaze@CHI,glass
8446,Facial@MOT,invisible
8446,Gaze@MOT,invisible
8447,Gaze@CHI,glass
8447,Facial@MOT,invisible
8447,Gaze@MOT,invisible
8448,Gaze@CHI,glass
8448,Facial@MOT,invisible
8448,Gaze@MOT,invisible
8449,Gaze@CHI,glass
8449,Facial@MOT,invisible
8449,Gaze@MOT,invisible
8450,Gaze@CHI,glass
8450,Facial@MOT,invisible
8450,Gaze@MOT,invisible
8451,Gaze@CHI,glass
8451,Facial@MOT,invisible
8451,Gaze@MOT,invisible
8452,Gaze@CHI,glass
8452,Facial@MOT,invisible
8452,Gaze@MOT,invisible
8453,Gaze@CHI,glass
8453,Facial@MOT,invisible
8453,Gaze@MOT,invisible
8454,Gaze@CHI,glass
8454,Facial@MOT,invisible
8455,Gaze@CHI,glass
8455,Facial@MOT,invisible
8456,Gaze@CHI,toy
8456,Facial@MOT,invisible
8457,Gaze@CHI,toy
8457,Facial@MOT,invisible
8458,Gaze@CHI,toy
8458,Facial@MOT,invisible
8459,Gaze@CHI,toy
8459,Facial@MOT,invisible
8460,Gaze@CHI,toy
8460,Facial@MOT,invisible
8461,Gaze@CHI,toy
8461,Facial@MOT,invisible
8462,Gaze@CHI,toy
8463,Gaze@CHI,toy
8464,Gaze@CHI,toy
8465,Gaze@CHI,toy
8466,Gaze@CHI,toy
8467,Gaze@CHI,toy
8468,Gaze@CHI,toy
8469,Gaze@CHI,toy
8470,Gaze@CHI,toy
8471,Gaze@CHI,toy
8472,Gaze@CHI,toy
8473,Gaze@CHI,toy
8474,Gaze@CHI,toy
8475,Gaze@CHI,toy
8476,Gaze@CHI,toy
8477,Gaze@CHI,toy
8478,Gaze@CHI,toy
8478,Utterance@MOT,Can you sit up?
8479,Gaze@CHI,toy
8479,Utterance@MOT,Can you sit up?
8480,Gaze@CHI,toy
8480,Utterance@MOT,Can you sit up?
8481,Gaze@CHI,mom
8481,Utterance@MOT,Can you sit up?
8482,Gaze@CHI,mom
8482,Utterance@MOT,Can you sit up?
8483,Gaze@CHI,mom
8483,Utterance@MOT,Can you sit up?
8484,Gaze@CHI,mom
8484,Utterance@CHI,focused breathing
8484,Utterance@MOT,Can you sit up?
8484,Arousal@CHI,low
8485,Gaze@CHI,mom
8485,Utterance@CHI,focused breathing
8485,Arousal@CHI,low
8486,Gaze@CHI,mom
8486,Utterance@CHI,focused breathing
8486,Arousal@CHI,low
8487,Gaze@CHI,mom
8487,Utterance@CHI,focused breathing
8487,Arousal@CHI,low
8488,Gaze@CHI,mom
8488,Utterance@CHI,focused breathing
8488,Arousal@CHI,low
8489,Gaze@CHI,mom
8489,Utterance@CHI,focused breathing
8489,Arousal@CHI,low
8490,Gaze@CHI,mom
8490,Utterance@CHI,focused breathing
8490,Arousal@CHI,low
8491,Gaze@CHI,mom
8491,Utterance@CHI,focused breathing
8491,Arousal@CHI,low
8492,Gaze@CHI,mom
8492,Utterance@CHI,focused breathing
8492,Arousal@CHI,low
8493,Gaze@CHI,mom
8493,Utterance@CHI,focused breathing
8493,Arousal@CHI,low
8494,Gaze@CHI,mom
8494,Utterance@CHI,focused breathing
8494,Arousal@CHI,low
8495,Gaze@CHI,mom
8495,Utterance@CHI,focused breathing
8495,Arousal@CHI,low
8496,Gaze@CHI,mom
8496,Utterance@CHI,focused breathing
8496,Arousal@CHI,low
8497,Gaze@CHI,mom
8497,Utterance@CHI,focused breathing
8497,Arousal@CHI,low
8498,Gaze@CHI,mom
8498,Utterance@CHI,focused breathing
8498,Arousal@CHI,low
8499,Gaze@CHI,mom
8499,Utterance@CHI,focused breathing
8499,Arousal@CHI,low
8500,Gaze@CHI,mom
8500,Utterance@CHI,focused breathing
8500,Arousal@CHI,low
8501,Gaze@CHI,mom
8501,Utterance@CHI,focused breathing
8501,Arousal@CHI,low
8502,Gaze@CHI,mom
8502,Utterance@CHI,focused breathing
8502,Arousal@CHI,low
8503,Gaze@CHI,mom
8503,Utterance@CHI,focused breathing
8503,Arousal@CHI,low
8504,Gaze@CHI,mom
8504,Utterance@CHI,focused breathing
8504,Arousal@CHI,low
8505,Gaze@CHI,mom
8505,Utterance@CHI,focused breathing
8505,Arousal@CHI,low
8506,Gaze@CHI,mom
8506,Utterance@CHI,focused breathing
8506,Arousal@CHI,low
8507,Gaze@CHI,mom
8507,Utterance@CHI,focused breathing
8507,Arousal@CHI,low
8508,Gaze@CHI,mom
8508,Utterance@CHI,focused breathing
8508,Arousal@CHI,low
8509,Gaze@CHI,mom
8509,Utterance@CHI,focused breathing
8509,Arousal@CHI,low
8510,Gaze@CHI,mom
8510,Utterance@CHI,focused breathing
8510,Arousal@CHI,low
8511,Gaze@CHI,mom
8511,Utterance@CHI,focused breathing
8511,Arousal@CHI,low
8512,Gaze@CHI,mom
8512,Utterance@CHI,focused breathing
8512,Arousal@CHI,low
8513,Gaze@CHI,mom
8513,Utterance@CHI,focused breathing
8513,Arousal@CHI,low
8514,Gaze@CHI,mom
8514,Utterance@CHI,focused breathing
8514,Arousal@CHI,low
8515,Gaze@CHI,mom
8515,Utterance@CHI,focused breathing
8515,Arousal@CHI,low
8516,Gaze@CHI,mom
8516,Utterance@CHI,focused breathing
8516,Arousal@CHI,low
8517,Gaze@CHI,mom
8518,Gaze@CHI,mom
8519,Gaze@CHI,mom
8520,Gaze@CHI,mom
8521,Gaze@CHI,mom
8522,Gaze@CHI,mom
8523,Gaze@CHI,mom
8524,Gaze@CHI,mom
8525,Gaze@CHI,mom
8526,Gaze@CHI,mom
8527,Gaze@CHI,mom
8528,Gaze@CHI,mom
8529,Gaze@CHI,mom
8530,Gaze@CHI,mom
8531,Gaze@CHI,mom
8532,Gaze@CHI,mom
8533,Gaze@CHI,mom
8533,Laughter@CHI,L
8533,Laughable@CHI,mom puts the mouth in cup and produces funny sound
8534,Gaze@CHI,mom
8534,Laughter@CHI,L
8534,Laughable@CHI,mom puts the mouth in cup and produces funny sound
8535,Gaze@CHI,mom
8535,Laughter@CHI,L
8535,Laughable@CHI,mom puts the mouth in cup and produces funny sound
8536,Gaze@CHI,mom
8536,Laughter@CHI,L
8536,Laughable@CHI,mom puts the mouth in cup and produces funny sound
8537,Gaze@CHI,mom
8537,Laughter@CHI,L
8537,Laughable@CHI,mom puts the mouth in cup and produces funny sound
8538,Gaze@CHI,mom
8538,Laughter@CHI,L
8538,Laughable@CHI,mom puts the mouth in cup and produces funny sound
8539,Gaze@CHI,mom
8539,Laughter@CHI,L
8539,Laughable@CHI,mom puts the mouth in cup and produces funny sound
8540,Gaze@CHI,mom
8540,Laughter@CHI,L
8540,Laughable@CHI,mom puts the mouth in cup and produces funny sound
8541,Gaze@CHI,mom
8541,Laughter@CHI,L
8541,Laughable@CHI,mom puts the mouth in cup and produces funny sound
8542,Gaze@CHI,mom
8542,Laughter@CHI,L
8542,Laughable@CHI,mom puts the mouth in cup and produces funny sound
8543,Gaze@CHI,mom
8543,Laughable@CHI,mom puts the mouth in cup and produces funny sound and approaches
8544,Gaze@CHI,mom
8544,Laughable@CHI,mom puts the mouth in cup and produces funny sound and approaches
8545,Gaze@CHI,mom
8545,Laughable@CHI,mom puts the mouth in cup and produces funny sound and approaches
8546,Gaze@CHI,mom
